product_id,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,inserted_at
c6d339a1fa8873b1ffe76fb1b7cc10f1,esporte_lazer,55.0,3956.0,1.0,5150.0,27.0,26.0,25.0,2024-01-23 12:52:53.013785
ff8f6ec909e03ac8d9f6d82a10031c0c,cool_stuff,54.0,1594.0,2.0,1600.0,60.0,5.0,36.0,2024-01-23 12:52:53.013785
f98ab3dc92c46ebabdc8f613acfae537,beleza_saude,58.0,1419.0,1.0,210.0,33.0,8.0,19.0,2024-01-23 12:52:53.013785
ed093290e543139864511e4f41b9400a,cama_mesa_banho,47.0,302.0,1.0,300.0,16.0,22.0,11.0,2024-01-23 12:52:53.013785
610e045d4ebcfde8d0c8991e8b1f39bb,esporte_lazer,41.0,786.0,1.0,400.0,16.0,10.0,11.0,2024-01-23 12:52:53.013785
9701d977eb68896a77f4095dca55dbcc,relogios_presentes,50.0,520.0,2.0,225.0,20.0,12.0,13.0,2024-01-23 12:52:53.013785
be96ebb16fae936ebe608daef14a2d21,informatica_acessorios,56.0,306.0,5.0,4400.0,19.0,23.0,19.0,2024-01-23 12:52:53.013785
678c229b41c0e497d35a25a8be1cc631,construcao_ferramentas_construcao,60.0,339.0,1.0,3100.0,24.0,7.0,24.0,2024-01-23 12:52:53.013785
e4f61b606514ddd78124fd38f3433155,telefonia_fixa,51.0,1325.0,1.0,2550.0,100.0,20.0,30.0,2024-01-23 12:52:53.013785
1ab301df9ab26fc25842366a7c68fb96,papelaria,51.0,404.0,4.0,1400.0,35.0,46.0,31.0,2024-01-23 12:52:53.013785
29dcc20b00ccb0dd2136eb2f4c5f3847,moveis_decoracao,46.0,192.0,1.0,1700.0,40.0,10.0,40.0,2024-01-23 12:52:53.013785
ffc0b406806006602c5853b00ab5f7fd,artigos_de_natal,39.0,749.0,1.0,4450.0,50.0,8.0,45.0,2024-01-23 12:52:53.013785
1fee07af6000817a742999e65c190276,esporte_lazer,53.0,852.0,2.0,1033.0,46.0,32.0,14.0,2024-01-23 12:52:53.013785
134957eeec87be2414ac629ee0b947a4,informatica_acessorios,57.0,1370.0,1.0,200.0,20.0,15.0,15.0,2024-01-23 12:52:53.013785
3cce0d166c3fb2507956c630c1d0f87c,casa_construcao,58.0,415.0,6.0,900.0,32.0,24.0,11.0,2024-01-23 12:52:53.013785
e7aa61e91437781b16e4fff575395c18,moveis_decoracao,59.0,413.0,2.0,1100.0,30.0,6.0,32.0,2024-01-23 12:52:53.013785
82f57f97ebc983ae3eb96fe5bb9d9be6,cama_mesa_banho,46.0,522.0,2.0,500.0,16.0,16.0,16.0,2024-01-23 12:52:53.013785
d19e5d8dfe80f249d215c3e5f9a4b6d2,cama_mesa_banho,57.0,329.0,1.0,8550.0,50.0,20.0,45.0,2024-01-23 12:52:53.013785
39dc16aaca25e1f0ab28d16d72703082,audio,60.0,780.0,1.0,600.0,16.0,10.0,24.0,2024-01-23 12:52:53.013785
7124ca1f9c1598c0ad3166988e93d5c1,bebes,60.0,1599.0,3.0,400.0,30.0,14.0,21.0,2024-01-23 12:52:53.013785
ca3fd09ef832923ccad790506d6e0385,pet_shop,50.0,1463.0,3.0,5500.0,26.0,47.0,27.0,2024-01-23 12:52:53.013785
3731dd5544cd9646d73050e946641da8,informatica_acessorios,58.0,459.0,1.0,4300.0,28.0,23.0,20.0,2024-01-23 12:52:53.013785
df2a36e39b65ff56203117e93bcbe20a,esporte_lazer,52.0,847.0,1.0,600.0,16.0,6.0,15.0,2024-01-23 12:52:53.013785
f2e53dd1670f3c376518263b3f71424d,cama_mesa_banho,53.0,236.0,2.0,1975.0,41.0,13.0,31.0,2024-01-23 12:52:53.013785
0082684bb4a60a862baaf7a60a5845ed,,,,,500.0,24.0,4.0,15.0,2024-01-23 12:52:53.013785
fde71f25e699ca0a2a83a6c3a249b816,livros_importados,51.0,93.0,1.0,600.0,29.0,2.0,22.0,2024-01-23 12:52:53.013785
26e5b7d049012785d88313194cd576d2,eletroportateis,58.0,296.0,1.0,1050.0,20.0,20.0,20.0,2024-01-23 12:52:53.013785
73353895a654703808e8ac484d6abe20,pet_shop,56.0,1143.0,2.0,1700.0,50.0,20.0,40.0,2024-01-23 12:52:53.013785
21538f484ba135893f2b51c8b8750966,beleza_saude,50.0,3929.0,1.0,550.0,16.0,20.0,16.0,2024-01-23 12:52:53.013785
139c42ffabb4d6cd430dfc71d85a5180,utilidades_domesticas,45.0,841.0,5.0,1350.0,44.0,22.0,30.0,2024-01-23 12:52:53.013785
cbfdbf24b32d9aceeeff3e9c77fd9d36,moveis_decoracao,52.0,1786.0,2.0,600.0,68.0,8.0,13.0,2024-01-23 12:52:53.013785
e6ebef1aa6feb022f534f7c73de98b01,construcao_ferramentas_construcao,54.0,756.0,1.0,600.0,16.0,11.0,11.0,2024-01-23 12:52:53.013785
b3436add9bf37c33b8299b4a7ef57599,beleza_saude,50.0,252.0,1.0,367.0,18.0,14.0,17.0,2024-01-23 12:52:53.013785
89cea55405dd7811b48e500d9f263e43,telefonia,48.0,856.0,6.0,300.0,16.0,5.0,11.0,2024-01-23 12:52:53.013785
3f29ff76d9ee5fd080b96ce49afc6c94,esporte_lazer,59.0,1299.0,3.0,500.0,20.0,10.0,15.0,2024-01-23 12:52:53.013785
2e9575efe2eb834f5673cb75df8537f9,relogios_presentes,55.0,744.0,2.0,210.0,18.0,12.0,17.0,2024-01-23 12:52:53.013785
4f0aa1e91719362daf498003e6ad4177,,,,,1800.0,20.0,30.0,20.0,2024-01-23 12:52:53.013785
9e2d3a8d8ffad53e2e35282a2020221c,moveis_decoracao,50.0,531.0,4.0,1600.0,35.0,6.0,32.0,2024-01-23 12:52:53.013785
f011deae0b381d8abd76d0ee747370fb,cama_mesa_banho,58.0,144.0,2.0,500.0,28.0,10.0,23.0,2024-01-23 12:52:53.013785
c36bbb0e95d7546794ee5170baf0df93,cama_mesa_banho,55.0,92.0,1.0,300.0,28.0,13.0,12.0,2024-01-23 12:52:53.013785
32442bee23baee10041f5a964cfcbd15,papelaria,48.0,1235.0,2.0,800.0,20.0,50.0,40.0,2024-01-23 12:52:53.013785
497f3cf6e1c584b489ca78da2bc08d5a,malas_acessorios,52.0,1862.0,4.0,750.0,25.0,55.0,40.0,2024-01-23 12:52:53.013785
083e8ca099c4307911ac90d162896350,automotivo,47.0,790.0,2.0,300.0,16.0,5.0,11.0,2024-01-23 12:52:53.013785
b184461ba53ea15b7fc5858a5fd7b518,cama_mesa_banho,60.0,460.0,2.0,567.0,45.0,4.0,35.0,2024-01-23 12:52:53.013785
a2f0a41fa03da98fd19e20d996462cc8,pet_shop,55.0,444.0,2.0,300.0,17.0,12.0,14.0,2024-01-23 12:52:53.013785
8db75af9aed3315374db44d7860e25da,seguros_e_servicos,48.0,461.0,4.0,400.0,26.0,22.0,11.0,2024-01-23 12:52:53.013785
2e288007b869cff009a184b071b7c925,brinquedos,38.0,471.0,1.0,600.0,35.0,8.0,20.0,2024-01-23 12:52:53.013785
71ba45cba15ada7cd8fd87ac71b0dc2e,esporte_lazer,59.0,247.0,2.0,1675.0,60.0,15.0,15.0,2024-01-23 12:52:53.013785
0cb61dc7daa0bf5e31e9ac3ba8fba86e,informatica_acessorios,36.0,2016.0,2.0,600.0,19.0,5.0,15.0,2024-01-23 12:52:53.013785
536f5439f278dff98e415fce685cc77b,cama_mesa_banho,36.0,432.0,1.0,4940.0,65.0,18.0,55.0,2024-01-23 12:52:53.013785
18af17f3ce7321c209d5ce9932248c4e,fashion_bolsas_e_acessorios,28.0,177.0,3.0,100.0,16.0,11.0,13.0,2024-01-23 12:52:53.013785
9804060d742be8facca9ff94f9aa436e,automotivo,57.0,1291.0,4.0,617.0,22.0,17.0,15.0,2024-01-23 12:52:53.013785
6e3186505d9f4c946921bd51a5b79742,informatica_acessorios,43.0,230.0,1.0,580.0,32.0,13.0,17.0,2024-01-23 12:52:53.013785
f110ebb80f170dbfc737459f401902b8,beleza_saude,40.0,789.0,3.0,450.0,40.0,7.0,20.0,2024-01-23 12:52:53.013785
91072b0e0e5d60ea13524c273da16106,automotivo,43.0,481.0,4.0,100.0,18.0,9.0,16.0,2024-01-23 12:52:53.013785
bd59d7bffae06b0b2ee40cf5b7939626,moveis_escritorio,33.0,1197.0,1.0,21450.0,101.0,8.0,60.0,2024-01-23 12:52:53.013785
24b4132a43608c2949226ad2f774845f,brinquedos,27.0,708.0,2.0,250.0,17.0,7.0,18.0,2024-01-23 12:52:53.013785
f124ba93c961061c1358bab8b90730ba,audio,50.0,447.0,1.0,150.0,27.0,5.0,20.0,2024-01-23 12:52:53.013785
87e6cf7eb3e4996b725323a1d704fb8b,cool_stuff,53.0,431.0,1.0,1000.0,16.0,19.0,15.0,2024-01-23 12:52:53.013785
3373d1ed7bf5f3187f110c0e9e40a02b,,,,,200.0,25.0,5.0,15.0,2024-01-23 12:52:53.013785
1860189a4eaca04ccb8324bf0ea4384c,beleza_saude,63.0,1192.0,1.0,188.0,18.0,18.0,18.0,2024-01-23 12:52:53.013785
b20dff2518b593f3092fb7b3ba13588e,,,,,750.0,30.0,19.0,18.0,2024-01-23 12:52:53.013785
96c1f14a0754e0f2c40523478a4075df,beleza_saude,49.0,484.0,1.0,150.0,16.0,7.0,15.0,2024-01-23 12:52:53.013785
d8c199ae0fce3ce0ba91596db04910be,construcao_ferramentas_construcao,49.0,645.0,1.0,1800.0,20.0,6.0,20.0,2024-01-23 12:52:53.013785
e4d56c64196ecb182e719d9bacd0628a,bebes,60.0,1217.0,2.0,500.0,25.0,4.0,18.0,2024-01-23 12:52:53.013785
977e5f8adaa0cd1dac4f4b1969ec598b,climatizacao,37.0,1907.0,5.0,300.0,16.0,10.0,11.0,2024-01-23 12:52:53.013785
50f45d42cdfecd33a2424a1c617d251f,cama_mesa_banho,55.0,221.0,1.0,450.0,16.0,20.0,30.0,2024-01-23 12:52:53.013785
2367943ffa6af39caabaf4f8f90e0d3a,moveis_decoracao,58.0,2128.0,2.0,350.0,69.0,11.0,11.0,2024-01-23 12:52:53.013785
016f3b29107ed03252e477b08445cec4,automotivo,56.0,871.0,2.0,3500.0,25.0,5.0,25.0,2024-01-23 12:52:53.013785
94bda974ca191307bd049cfd54d7f468,informatica_acessorios,32.0,1095.0,2.0,600.0,38.0,2.0,29.0,2024-01-23 12:52:53.013785
211c67e3e61d45efe54ed020191d042f,papelaria,58.0,238.0,1.0,1900.0,18.0,38.0,30.0,2024-01-23 12:52:53.013785
f99a41d435a967be6af245991a48428a,esporte_lazer,58.0,1100.0,1.0,3720.0,26.0,32.0,33.0,2024-01-23 12:52:53.013785
bd69e6d599b9a3d9c298617c14e46f9f,cama_mesa_banho,54.0,405.0,1.0,700.0,45.0,15.0,30.0,2024-01-23 12:52:53.013785
f4c6e3643d47244bec4766d72c07ac4f,livros_importados,48.0,636.0,1.0,700.0,29.0,2.0,22.0,2024-01-23 12:52:53.013785
b00e24be53a1785f1f613e747809a5ff,esporte_lazer,48.0,567.0,1.0,1400.0,26.0,18.0,18.0,2024-01-23 12:52:53.013785
a9f386c43d436bf2a431efe073ecbc70,informatica_acessorios,22.0,716.0,2.0,150.0,41.0,2.0,29.0,2024-01-23 12:52:53.013785
a18c130946b89ab774bc5948fe71e2a5,consoles_games,53.0,520.0,6.0,300.0,20.0,5.0,15.0,2024-01-23 12:52:53.013785
07faa4b332434d6455398852452e2783,moveis_decoracao,30.0,459.0,1.0,350.0,16.0,28.0,16.0,2024-01-23 12:52:53.013785
eb356ef61e2262adcadc023b9522609d,relogios_presentes,60.0,261.0,3.0,200.0,16.0,2.0,11.0,2024-01-23 12:52:53.013785
3ecb2f23ecd8934a20027accead2b058,ferramentas_jardim,39.0,374.0,3.0,700.0,16.0,3.0,12.0,2024-01-23 12:52:53.013785
cd6e125f1385d66bd4d682a54f64750d,instrumentos_musicais,52.0,206.0,1.0,1400.0,31.0,50.0,31.0,2024-01-23 12:52:53.013785
f348ae21168771dfd5b8081e387b4f6b,utilidades_domesticas,52.0,340.0,3.0,250.0,25.0,10.0,15.0,2024-01-23 12:52:53.013785
660c03ec104ffe00c7b8e5a885cbee1e,utilidades_domesticas,60.0,257.0,1.0,465.0,17.0,14.0,19.0,2024-01-23 12:52:53.013785
27672da99215b426dc0ced05731bccc6,fashion_bolsas_e_acessorios,59.0,412.0,3.0,200.0,16.0,2.0,11.0,2024-01-23 12:52:53.013785
660fc6f47144a19180d7309e37155f1e,fashion_roupa_masculina,54.0,265.0,2.0,800.0,40.0,6.0,30.0,2024-01-23 12:52:53.013785
4c2da344ea77566a0d45390f5cbd78e8,eletrodomesticos,57.0,217.0,1.0,250.0,27.0,13.0,17.0,2024-01-23 12:52:53.013785
073b807aaf20e2382efc8ddc07bf7a5b,esporte_lazer,54.0,1394.0,2.0,7700.0,59.0,38.0,42.0,2024-01-23 12:52:53.013785
17de10d52ada234d16d3991c1b9546f8,brinquedos,45.0,128.0,1.0,400.0,22.0,14.0,14.0,2024-01-23 12:52:53.013785
5efb4125102dcaa9a937dc2002c96aba,eletrodomesticos,54.0,156.0,1.0,400.0,55.0,13.0,12.0,2024-01-23 12:52:53.013785
84fad62439091ff986a3885bfd6d299d,esporte_lazer,46.0,3985.0,1.0,150.0,19.0,7.0,16.0,2024-01-23 12:52:53.013785
83f6e0a993efdfa2bf9550a204422cb7,moveis_cozinha_area_de_servico_jantar_e_jardim,55.0,875.0,5.0,15800.0,60.0,105.0,15.0,2024-01-23 12:52:53.013785
03e9fcb7adffd8c9e14285c979ea59c9,ferramentas_jardim,45.0,287.0,1.0,700.0,21.0,14.0,17.0,2024-01-23 12:52:53.013785
d487d19bd9ea9420465fc556ce17ef4e,cama_mesa_banho,52.0,126.0,2.0,1300.0,50.0,5.0,50.0,2024-01-23 12:52:53.013785
12f54c9922a614df9d112a6d7537bb9d,telefonia,55.0,592.0,1.0,275.0,18.0,4.0,12.0,2024-01-23 12:52:53.013785
9c8175269cef413a4b94529295cc1991,telefonia_fixa,60.0,789.0,4.0,394.0,21.0,16.0,17.0,2024-01-23 12:52:53.013785
963022ab2afed8b12ad312739a142b07,moveis_decoracao,51.0,1244.0,3.0,700.0,35.0,20.0,35.0,2024-01-23 12:52:53.013785
5115d8cd6438c0c4d8abdf38d5d41ebd,fashion_bolsas_e_acessorios,46.0,128.0,7.0,350.0,16.0,2.0,20.0,2024-01-23 12:52:53.013785
274221dea414cc167dce4f2716b1315a,pet_shop,52.0,717.0,2.0,300.0,20.0,30.0,20.0,2024-01-23 12:52:53.013785
010c79af51e82f60de174b6da6060c0a,brinquedos,60.0,678.0,1.0,192.0,20.0,16.0,12.0,2024-01-23 12:52:53.013785
623eb5b692e915575c7392ca5cd5cd53,utilidades_domesticas,53.0,534.0,1.0,350.0,27.0,10.0,27.0,2024-01-23 12:52:53.013785
a86bf954ba3a0e7e31f2b6dc5267212b,relogios_presentes,41.0,66.0,1.0,700.0,20.0,13.0,15.0,2024-01-23 12:52:53.013785
f5f1ce81676b7ce780092a7b8d9135b4,relogios_presentes,43.0,886.0,1.0,275.0,18.0,9.0,12.0,2024-01-23 12:52:53.013785
990a2a3f3eb2d34d94b735af4a339f16,beleza_saude,53.0,908.0,1.0,1375.0,23.0,14.0,16.0,2024-01-23 12:52:53.013785
0cd7885ebb79eda16c32c1043681fc19,brinquedos,29.0,643.0,1.0,10408.0,65.0,40.0,54.0,2024-01-23 12:52:53.013785
1b3c5b1455f3e42d831fb778055c9e45,consoles_games,52.0,1916.0,5.0,900.0,20.0,20.0,16.0,2024-01-23 12:52:53.013785
37c4348304039a0f963eb67b5eeb0710,utilidades_domesticas,57.0,347.0,1.0,800.0,30.0,40.0,30.0,2024-01-23 12:52:53.013785
f744c6a73a924600d92abc66a44d4f7f,beleza_saude,46.0,578.0,1.0,3350.0,36.0,22.0,22.0,2024-01-23 12:52:53.013785
addd109cd809043dce31d9d023f51ed2,beleza_saude,47.0,1920.0,1.0,342.0,18.0,14.0,14.0,2024-01-23 12:52:53.013785
af56f441a3b2e3181eeeb71ac93a6749,telefonia_fixa,59.0,2087.0,1.0,700.0,16.0,8.0,16.0,2024-01-23 12:52:53.013785
eeae7f73dc4d5690cd92f81ec2abd064,beleza_saude,37.0,367.0,1.0,50.0,16.0,3.0,15.0,2024-01-23 12:52:53.013785
623ca22610ff4563843c9568e1f9c870,utilidades_domesticas,45.0,711.0,1.0,9700.0,25.0,60.0,25.0,2024-01-23 12:52:53.013785
2e513e110e3f95926fa3d1ac44444ff4,eletronicos,56.0,320.0,1.0,150.0,24.0,8.0,16.0,2024-01-23 12:52:53.013785
2f58dd6eba44d0096d2d56fcd75700aa,moveis_escritorio,33.0,2403.0,1.0,16750.0,58.0,28.0,58.0,2024-01-23 12:52:53.013785
8f81f9f8a5ad7f2c892d07b91b9c2607,brinquedos,58.0,992.0,1.0,19500.0,45.0,50.0,45.0,2024-01-23 12:52:53.013785
79469b17ae739422fe9f4c789d6de229,automotivo,55.0,248.0,1.0,3750.0,33.0,20.0,33.0,2024-01-23 12:52:53.013785
5e14c2beea650eac6b94bc9d446cd71a,eletronicos,46.0,272.0,1.0,175.0,22.0,12.0,16.0,2024-01-23 12:52:53.013785
51ff0a0f61611dfa94e43c834c949dd3,utilidades_domesticas,60.0,312.0,2.0,1950.0,23.0,65.0,23.0,2024-01-23 12:52:53.013785
f4116e296faeae4edac03ac7a501da81,perfumaria,43.0,574.0,1.0,150.0,17.0,9.0,11.0,2024-01-23 12:52:53.013785
5c9d92777b62444d9fbffe92338d9e21,construcao_ferramentas_iluminacao,58.0,575.0,1.0,750.0,28.0,5.0,25.0,2024-01-23 12:52:53.013785
7aef20f12c90de905bf7782cb29dffb3,moveis_decoracao,53.0,400.0,1.0,1200.0,49.0,7.0,40.0,2024-01-23 12:52:53.013785
d221b0b65668b701135753c952b7a5f5,eletrodomesticos_2,38.0,2030.0,1.0,16100.0,58.0,19.0,85.0,2024-01-23 12:52:53.013785
cce61e7ab409679afd6ba99a47349582,moveis_decoracao,54.0,351.0,1.0,600.0,35.0,10.0,35.0,2024-01-23 12:52:53.013785
093cd981b714bcdff182b427d87fc8fc,esporte_lazer,58.0,413.0,5.0,750.0,16.0,5.0,11.0,2024-01-23 12:52:53.013785
23fa975ce8503131504051933f2643af,cama_mesa_banho,53.0,448.0,3.0,3200.0,37.0,10.0,40.0,2024-01-23 12:52:53.013785
074fbdce1ed974986a2d2c9660b9eefb,esporte_lazer,48.0,324.0,1.0,2100.0,30.0,20.0,45.0,2024-01-23 12:52:53.013785
8f03c5b78e41d6cecdfb6f6bbe4de8da,ferramentas_jardim,43.0,594.0,3.0,5683.0,45.0,30.0,30.0,2024-01-23 12:52:53.013785
9988437646bfc0cbe0f97d4451cb08fc,eletrodomesticos,60.0,230.0,3.0,300.0,27.0,13.0,17.0,2024-01-23 12:52:53.013785
5ad2c4859aad6ecebd816a300d34f326,cool_stuff,57.0,2066.0,1.0,1650.0,33.0,44.0,19.0,2024-01-23 12:52:53.013785
6bc7beedbbaefd0dc541f15678e48608,utilidades_domesticas,53.0,1564.0,1.0,1100.0,16.0,29.0,11.0,2024-01-23 12:52:53.013785
3cf2745a04ffbad66f835d61df48f8d4,esporte_lazer,41.0,2679.0,2.0,400.0,25.0,15.0,25.0,2024-01-23 12:52:53.013785
90e5ed878b30ab97ae49a5709c1dbd5d,papelaria,59.0,607.0,6.0,1350.0,45.0,10.0,50.0,2024-01-23 12:52:53.013785
d16a25f576e1296fd955eb4136323f21,esporte_lazer,59.0,2134.0,1.0,4850.0,30.0,25.0,25.0,2024-01-23 12:52:53.013785
7a7f15a177bc01a71d26274bef4311fd,telefonia,57.0,1238.0,3.0,500.0,18.0,8.0,16.0,2024-01-23 12:52:53.013785
3d75a35ffe2d78d994c7caa66db1c232,perfumaria,19.0,498.0,1.0,2500.0,30.0,16.0,30.0,2024-01-23 12:52:53.013785
58306668d7263e8ebd2d5c69ef31cc23,beleza_saude,55.0,261.0,1.0,5300.0,25.0,105.0,12.0,2024-01-23 12:52:53.013785
e3a23a99f074226ad690393a840c3244,fashion_bolsas_e_acessorios,37.0,558.0,4.0,100.0,17.0,3.0,12.0,2024-01-23 12:52:53.013785
84aa780b4f8692cf7a28b30cd0ff671d,automotivo,58.0,855.0,6.0,2050.0,30.0,25.0,30.0,2024-01-23 12:52:53.013785
44dfeb8491daf22683dff46c7a3265b9,moveis_decoracao,54.0,2240.0,2.0,3000.0,69.0,11.0,11.0,2024-01-23 12:52:53.013785
32808768776c3aa459e4a6e143644cd6,pet_shop,51.0,1348.0,2.0,1250.0,30.0,15.0,30.0,2024-01-23 12:52:53.013785
8ffdc77604396b5f0483e372aafe83f0,esporte_lazer,58.0,958.0,3.0,600.0,16.0,7.0,12.0,2024-01-23 12:52:53.013785
818ce0c6a1687dd947ad226fb4387621,moveis_escritorio,59.0,1318.0,1.0,7450.0,52.0,52.0,17.0,2024-01-23 12:52:53.013785
0b9d32c4f39a77eca7f39c5b69ebc690,fashion_calcados,40.0,303.0,12.0,300.0,29.0,7.0,16.0,2024-01-23 12:52:53.013785
2007f2b457d10773f0d40622a433a22c,perfumaria,45.0,951.0,2.0,100.0,16.0,11.0,14.0,2024-01-23 12:52:53.013785
74a47de1d29e6b5c5b0135dbce365e67,moveis_escritorio,42.0,1326.0,1.0,6025.0,57.0,55.0,22.0,2024-01-23 12:52:53.013785
8281b348c92d101d10c17e412b99d748,beleza_saude,47.0,332.0,1.0,2000.0,30.0,12.0,16.0,2024-01-23 12:52:53.013785
061c050147b7b9fb6f088593900e8dc6,fashion_bolsas_e_acessorios,48.0,150.0,2.0,400.0,16.0,5.0,16.0,2024-01-23 12:52:53.013785
34aca073a68b7ae1d470940db997c295,esporte_lazer,60.0,941.0,8.0,6300.0,90.0,15.0,25.0,2024-01-23 12:52:53.013785
cef4f90ce027751d3acd18e554ca3e4c,relogios_presentes,58.0,329.0,4.0,1400.0,33.0,10.0,33.0,2024-01-23 12:52:53.013785
e6f2a8e19c676520831a07479c0d774c,utilidades_domesticas,25.0,558.0,1.0,900.0,26.0,32.0,31.0,2024-01-23 12:52:53.013785
ad0bb547c950431dae08e48803ff6dad,bebes,59.0,1591.0,1.0,2400.0,43.0,50.0,37.0,2024-01-23 12:52:53.013785
4ca054c4db947395a9f82c897d14b9cc,construcao_ferramentas_seguranca,34.0,1094.0,2.0,882.0,18.0,19.0,14.0,2024-01-23 12:52:53.013785
497afaeae8d825d8938d01e92007f654,moveis_decoracao,63.0,188.0,1.0,13700.0,100.0,7.0,90.0,2024-01-23 12:52:53.013785
db01f6d59372f9943ba1b411b59612fa,utilidades_domesticas,50.0,349.0,1.0,300.0,50.0,4.0,11.0,2024-01-23 12:52:53.013785
e3217b2b6ec69befdfa1e98962b2565d,brinquedos,57.0,882.0,4.0,350.0,20.0,25.0,20.0,2024-01-23 12:52:53.013785
e3fb4e9e85e0806fa95811fef10fb00f,moveis_decoracao,49.0,720.0,1.0,10050.0,40.0,45.0,40.0,2024-01-23 12:52:53.013785
e2ef692835bb1cebf4df94c3c306e352,utilidades_domesticas,46.0,200.0,1.0,1100.0,40.0,10.0,35.0,2024-01-23 12:52:53.013785
afc6bc70dc56fcf15c7f9f1e4bc67dda,utilidades_domesticas,59.0,303.0,1.0,9900.0,61.0,31.0,31.0,2024-01-23 12:52:53.013785
cf1c83c0097bce11c715b94f292769b5,,,,,800.0,20.0,12.0,15.0,2024-01-23 12:52:53.013785
04d752c2cda8f0972a8ab10ac9abdf12,cama_mesa_banho,53.0,128.0,2.0,900.0,50.0,5.0,50.0,2024-01-23 12:52:53.013785
126cc3193a4db25b7957d001b0eb7f93,esporte_lazer,58.0,3604.0,1.0,600.0,21.0,19.0,13.0,2024-01-23 12:52:53.013785
a52c53c58fd2105adfe80a817dfa5a76,cama_mesa_banho,60.0,418.0,1.0,1750.0,40.0,6.0,30.0,2024-01-23 12:52:53.013785
8f2fb4fbf4005e8763fc99f57dabb236,informatica_acessorios,34.0,561.0,1.0,250.0,16.0,7.0,16.0,2024-01-23 12:52:53.013785
8c7274c4e638e7f229007fe28aafc741,,,,,1950.0,40.0,8.0,30.0,2024-01-23 12:52:53.013785
7cd368b177f37a01149c959266701c1f,perfumaria,53.0,1227.0,1.0,850.0,20.0,20.0,15.0,2024-01-23 12:52:53.013785
b7f11e51f023c6d2ba6a82e21ad20be1,bebes,48.0,513.0,1.0,16900.0,62.0,35.0,52.0,2024-01-23 12:52:53.013785
48f9072e368f7d7a924a4290c84121a5,relogios_presentes,42.0,712.0,1.0,350.0,16.0,12.0,11.0,2024-01-23 12:52:53.013785
2fa9519c1258135c0ef52f270afb560a,beleza_saude,60.0,1330.0,2.0,383.0,25.0,11.0,15.0,2024-01-23 12:52:53.013785
09f62215f404dbd29cb4378c9952e1b9,fashion_calcados,34.0,240.0,12.0,200.0,29.0,7.0,16.0,2024-01-23 12:52:53.013785
bff9d75e90c1ecdb72ab40c3aafe7e49,moveis_decoracao,56.0,2042.0,2.0,3000.0,69.0,11.0,11.0,2024-01-23 12:52:53.013785
937a0cd52717a017956a9309a7bc49a0,malas_acessorios,55.0,947.0,2.0,6360.0,31.0,45.0,54.0,2024-01-23 12:52:53.013785
eca9ba7e0790a2802bfc28b0d7f92f56,ferramentas_jardim,60.0,1280.0,2.0,750.0,24.0,9.0,24.0,2024-01-23 12:52:53.013785
